location_day_id,location,event_date,status,confirming_url,confirmation_method,query_used,reason
LD-2026-03-29-بنت جبيل (Bint Jbeil city),بنت جبيل (Bint Jbeil city),2026-03-29,unresolved,,,"(""Bint Jbeil"" OR ""Bint Jbail"" OR ""Bent Jbeil"") AND Lebanon","DOWNGRADED on 30-sample QA audit: AUDIT (30-sample check): confirming URL (ynetnews) describes IDF ground-force positioning and encirclement near Bint Jbeil, not a fatal strike -- no casualty is reported for Bint Jbeil in this source. Does not confirm an attack occurred."
LD-2026-03-29-جويا (Joya),جويا (Joya),2026-03-29,unresolved,,,"(""Joya"" OR ""Jouaiya"" OR ""Jwaya"") AND Lebanon","DOWNGRADED on duplicate-source audit: Same confirming URL (aa.com.tr) auto-matched to two Joya dates (Mar 28, Mar 29) with no date-specific text distinguishing them; downgraded, keeping the earlier (Mar 28) row."
LD-2026-03-28-كفرتبنيت (Kfartebnit),كفرتبنيت (Kfartebnit),2026-03-28,covered,https://www.aa.com.tr/en/middle-east/10-killed-in-israeli-strikes-on-2-towns-in-south-lebanon/3883559,"alias match: ""kfartebnit""","(""Kfartebnit"" OR ""Kfar Tebnit"" OR ""Kfartibnit"") AND Lebanon","Confirmed via full-text fetch, base/generic query. alias match: ""kfartebnit"""
LD-2026-03-29-عبا (Aaba),عبا (Aaba),2026-03-29,uncovered,,,"(""Aaba"" OR ""Ebba"" OR ""Aabba"") AND Lebanon AND (""residence"" OR ""airstrike"")",Base query: no_nonlebanese_candidates. Fallback query: zero results.
"LD-2026-03-30-الرحاب (Al-Rihab, Beirut southern suburb)","الرحاب (Al-Rihab, Beirut southern suburb)",2026-03-30,covered,https://www.ndtv.com/world-news/iran-war-israel-attacks-lebanon-beirut-ground-report-ndtv-on-ground-zero-israel-steps-up-lebanon-strike-hezbollah-fights-on-11285762#publisher=newsstand,"alias match: ""rehab""","(""Rihab"" OR ""Rehab"" OR ""Al-Rihab"") AND Lebanon","Confirmed via full-text fetch, base/generic query. alias match: ""rehab"""
LD-2026-03-30-الشهابية (Al-Shihabiyeh),الشهابية (Al-Shihabiyeh),2026-03-30,uncovered,,,"(""Shihabiyeh"" OR ""Chihabiyeh"" OR ""Al-Shihabiyeh"") AND Lebanon",Zero results at D0-D3.
LD-2026-03-30-بنت جبيل (Bint Jbeil city),بنت جبيل (Bint Jbeil city),2026-03-30,covered,https://www.aa.com.tr/en/middle-east/at-least-10-killed-as-israeli-airstrikes-pummel-44-towns-across-southern-lebanon/3889917,"alias match: ""bint jbeil""","(""Bint Jbeil"" OR ""Bint Jbail"" OR ""Bent Jbeil"") AND Lebanon","Confirmed via full-text fetch, base/generic query. alias match: ""bint jbeil"""
LD-2026-03-30-حناويه (Hanawiyeh),حناويه (Hanawiyeh),2026-03-30,uncovered,,,"(""Hanawiyeh"" OR ""Hanawiye"") AND Lebanon",Zero results at D0-D3.
LD-2026-03-30-Al-Aamriyeh checkpoint (Qlaile-Tyre road),Al-Aamriyeh checkpoint (Qlaile-Tyre road),2026-03-30,uncovered,,,"(""Aamriyeh"" OR ""Al-Aamriyeh"" OR ""Qlaile"" OR ""Qlayle"" OR ""Kleileh"") AND Lebanon",Zero results at D0-D3.
LD-2026-03-31-Ain al-Mazraab road (Tibnine),Ain al-Mazraab road (Tibnine),2026-03-31,uncovered,,,"(""Tibnine"" OR ""Tebnine"" OR ""Tibnin"" OR ""Ain al-Mazraab"") AND Lebanon","Zero results at D0-D3. Secondary D+7 indicator: 3 results (not confirmed to an article, informational only)."
LD-2026-03-31-جبشيت (Jbeshit),جبشيت (Jbeshit),2026-03-31,uncovered,,,"(""Jbeshit"" OR ""Jbaachit"" OR ""Jbchit"") AND Lebanon",Zero results at D0-D3.
LD-2026-03-31-دير كيفا (Deir Kifa),دير كيفا (Deir Kifa),2026-03-31,covered,https://www.aa.com.tr/en/middle-east/israeli-strikes-kill-5-wound-3-in-southern-lebanon/3886543,"alias match: ""deir kifa""","(""Deir Kifa"" OR ""Dayr Kifa"") AND Lebanon","Confirmed via full-text fetch, base/generic query. alias match: ""deir kifa"""
LD-2026-03-31-النجارية (Najariyeh),النجارية (Najariyeh),2026-03-31,uncovered,,,"(""Najariyeh"" OR ""Nejariyeh"" OR ""Al-Najariyeh"") AND Lebanon",Zero results at D0-D3.
LD-2026-03-31-القاسمية (Qasimiyeh),القاسمية (Qasimiyeh),2026-03-31,covered,https://www.aa.com.tr/en/middle-east/israeli-strikes-kill-5-wound-3-in-southern-lebanon/3886543,"alias match: ""qasimiyeh""","(""Qasimiyeh"" OR ""Kasmieh"" OR ""Al-Qasimiyeh"") AND Lebanon","Confirmed via full-text fetch, base/generic query. alias match: ""qasimiyeh"""
LD-2026-03-31-كفرا (Kfarra),كفرا (Kfarra),2026-03-31,uncovered,,,"(""Kfarra"" OR ""Kfar Raa"") AND Lebanon",Zero results at D0-D3.
LD-2026-03-31-صريفا (Srifa),صريفا (Srifa),2026-03-31,covered,https://diplomat.so/articles/1060/Israel-Targets-Multiple-Areas-in-Lebanon-Air-Raids,"alias match: ""srifa""","(""Srifa"" OR ""Sreifa"" OR ""Sarifa"") AND Lebanon","Confirmed via full-text fetch, base/generic query. alias match: ""srifa"""
LD-2026-03-31-عبا (Aaba),عبا (Aaba),2026-03-31,uncovered,,,"(""Aaba"" OR ""Ebba"" OR ""Aabba"") AND Lebanon AND (""residence"" OR ""airstrike"")",Base query: no_nonlebanese_candidates. Fallback query: zero results.
LD-2026-03-05-لبايا (Libaya),لبايا (Libaya),2026-03-05,uncovered,,,"(""Libaya"" OR ""Lebaya"") AND Lebanon",Zero results at D0-D3.
LD-2026-03-06-الدوير (Al-Dawir),الدوير (Al-Dawir),2026-03-06,unresolved,,,"(""Dawir"" OR ""Douair"" OR ""Ed-Doueir"" OR ""Al-Dawir"") AND Lebanon","DOWNGRADED on duplicate-source audit: The confirming BERNAMA article explicitly states events happened ""Sunday"" (Mar 8, since Mar 2 = Monday), not Mar 6. Confirmation kept on the Mar 8 Al-Dawir row instead."
LD-2026-03-06-تول (Toul),تول (Toul),2026-03-06,covered,https://www.aa.com.tr/en/middle-east/israel-kills-19-more-in-airstrikes-across-lebanon/3852996,"alias match: ""toul""","(""Toul"" OR ""Tul"") AND Lebanon","Confirmed via full-text fetch, base/generic query. alias match: ""toul"""
LD-2026-03-06-قلاويه (Qalawiyeh),قلاويه (Qalawiyeh),2026-03-06,uncovered,,,"(""Qalawiyeh"" OR ""Qalaouiye"" OR ""Kalawiye"") AND Lebanon",Zero results at D0-D3.
LD-2026-03-06-مجدل سلم (Majdal Selem),مجدل سلم (Majdal Selem),2026-03-06,covered,https://www.benzinga.com/news/politics/26/03/51089484/us-iran-war-march-6-updates-iranian-military-academy-hit-saudi-arabia-intercepts-3-drones-etihad-airways-resumes-key-flights,"alias match: ""majdal selem""","(""Majdal Selem"" OR ""Majdal Silm"" OR ""Majdel Selm"") AND Lebanon","Confirmed via full-text fetch, base/generic query. alias match: ""majdal selem"""
LD-2026-03-07-زوطر الشرقية (Zawtar al-Sharqiya),زوطر الشرقية (Zawtar al-Sharqiya),2026-03-07,unresolved,,,"(""Zawtar al-Sharqiya"" OR ""Zoutar el-Charkiyeh"" OR ""Zawtar East"" OR ""Zoutar Charkiye"") AND Lebanon",DOWNGRADED on duplicate-source audit: Same evacuation-warning-article issue as above; does not confirm an attack occurred.
LD-2026-03-07-شمسطار (Shamsatar),شمسطار (Shamsatar),2026-03-07,uncovered,,,"(""Shamsatar"" OR ""Chamsatar"" OR ""Shamstar"") AND Lebanon",Zero results at D0-D3.
LD-2026-03-08-بريتال (Britel),بريتال (Britel),2026-03-08,covered,https://www.bernama.com/en/news.php/?id=2532021,"alias match: ""brital""","(""Britel"" OR ""Britell"" OR ""Brital"") AND Lebanon","Confirmed via full-text fetch, base/generic query. alias match: ""brital"""
LD-2026-03-09-Beit Yahoun-Tibnine road,Beit Yahoun-Tibnine road,2026-03-09,covered,https://www.rte.ie/news/primetime/2026/0312/1563087-irish-un-troops-clashes-israel-lebanon/,"alias match: ""beit yahoun""","(""Beit Yahoun"" OR ""Beit Yahoune"" OR ""Tibnine"" OR ""Tebnine"") AND Lebanon","Confirmed via full-text fetch, base/generic query. alias match: ""beit yahoun"""
LD-2026-03-09-القليعة (Qlaya),القليعة (Qlaya),2026-03-09,uncovered,,,"(""Qlaya"" OR ""Klaiaa"" OR ""Kleiaa"") AND Lebanon",Zero results at D0-D3.
LD-2026-03-09-النميرية (Al-Nmeiriyeh),النميرية (Al-Nmeiriyeh),2026-03-09,uncovered,,,"(""Nmeiriyeh"" OR ""Numeiriyeh"" OR ""Al-Nmeiriyeh"") AND Lebanon","Zero results at D0-D3. | QA UPDATE (high-casualty uncovered review): original alias list was missing ""Al-Nimiriya""/""Nimiriya"", the spelling used by The Guardian in a feature (""Entire families wiped out..."", published Mar 14) describing the Hamdan family strike here in detail. Alias list corrected. Even with the fix, D0-D3 remains genuinely zero -- the Guardian piece falls at D+5, outside the primary window. Confirmed via corrected-alias D+7 check: 1 result (the Guardian article). Recorded here as a secondary/delayed-coverage indicator; status remains uncovered per the D0-D3 primary methodology."
LD-2026-03-09-شبعا (Shebaa),شبعا (Shebaa),2026-03-09,covered,https://www.aa.com.tr/en/middle-east/israel-moves-golani-brigade-from-gaza-to-lebanon-border-as-tensions-spike/3859804,"alias match: ""shebaa""","(""Shebaa"" OR ""Chebaa"" OR ""Shabaa"") AND Lebanon","Confirmed via full-text fetch, base/generic query. alias match: ""shebaa"""
LD-2026-03-10-الحوش (Al-Hosh),الحوش (Al-Hosh),2026-03-10,uncovered,,,"(""Hosh"" OR ""El-Hosh"" OR ""Al-Hosh"") AND Lebanon",Zero results at D0-D3.
LD-2026-03-10-زوطر الشرقية (Zawtar al-Sharqiya),زوطر الشرقية (Zawtar al-Sharqiya),2026-03-10,unresolved,,,"(""Zawtar al-Sharqiya"" OR ""Zoutar el-Charkiyeh"" OR ""Zawtar East"" OR ""Zoutar Charkiye"") AND Lebanon","DOWNGRADED on duplicate-source audit: Part of the same suspect multi-town/multi-date group as the Deir Antar rows above; topic mismatch with confirming article's title, downgraded pending verification."
LD-2026-03-11-شعت (Chaat),شعت (Chaat),2026-03-11,uncovered,,,"(""Chaat"" OR ""Shaat"" OR ""Chaath"") AND Lebanon",Zero results at D0-D3.
LD-2026-03-12-الحدث (Hadath),الحدث (Hadath),2026-03-12,unresolved,,,"(""Hadath"" OR ""Hadeth"" OR ""Al-Hadath"") AND Lebanon",DOWNGRADED on 30-sample QA audit: AUDIT (30-sample check): confirming URL (IBTimes) lists Hadath among neighborhoods issued an evacuation WARNING ahead of possible strikes -- does not report that an attack on Hadath actually occurred.
LD-2026-03-12-عين ابل (Ain Ebel),عين ابل (Ain Ebel),2026-03-12,uncovered,,,"(""Ain Ebel"" OR ""Ain Ebl"" OR ""Ain Aabel"") AND Lebanon AND (""airstrike"")",Base query: not_confirmed. Fallback query: zero results.
LD-2026-03-13-Kfartebnit-Arnoun road,Kfartebnit-Arnoun road,2026-03-13,covered,https://economictimes.indiatimes.com/news/defence/lebanon-open-to-peace-talks-with-israel-but-demands-ceasefire-first/articleshow/129583962.cms,"alias match: ""arnoun""","(""Kfartebnit"" OR ""Kfar Tebnit"" OR ""Arnoun"" OR ""Arnoune"") AND Lebanon","Confirmed via full-text fetch, base/generic query. alias match: ""arnoun"""
LD-2026-03-13-بر الياس (Bar Elias),بر الياس (Bar Elias),2026-03-13,covered,https://www.freemalaysiatoday.com/category/world/2026/03/13/israel-expands-strikes-on-lebanon-cuts-bridge-over-litani-river,"alias match: ""bar elias""","(""Bar Elias"" OR ""Baar Elias"") AND Lebanon","Confirmed via full-text fetch, base/generic query. alias match: ""bar elias"""
LD-2026-03-13-عبا (Aaba),عبا (Aaba),2026-03-13,unresolved,,,"base: (""Aaba"" OR ""Ebba"" OR ""Aabba"") AND Lebanon | fallback: (""Aaba"" OR ""Ebba"" OR ""Aabba"") AND Lebanon AND (""airstrike"" OR ""residence"")",Base query: not_confirmed. Fallback query: not_confirmed. Results existed but none confirmed among fetchable non-Lebanese candidates (or all fetches failed).
LD-2026-03-14-ميفدون (Meifadoun),ميفدون (Meifadoun),2026-03-14,uncovered,,,"(""Meifadoun"" OR ""Meifdoun"" OR ""Meifadoune"") AND Lebanon",Zero results at D0-D3.
LD-2026-03-15-الشرحبيل (Sharhabil),الشرحبيل (Sharhabil),2026-03-15,uncovered,,,"base: (""Sharhabil"" OR ""Charhabil"") AND Lebanon | fallback: (""Sharhabil"" OR ""Charhabil"") AND Lebanon AND (""apartment"" OR ""airstrike"")","RECLASSIFIED (QA rule): every result in both base and fallback queries was examined (all result sets were small, well under the 10-item inspection cap -- confirmed via true story_count) and all were Lebanese-domestic outlets, so none can count as international confirmation. Full set examined -> uncovered, not unresolved. Base query: no_nonlebanese_candidates. Fallback query: no_nonlebanese_candidates. Results existed but none confirmed among fetchable non-Lebanese candidates (or all fetches failed)."
LD-2026-03-16-القنطرة (Qantara),القنطرة (Qantara),2026-03-16,covered,https://www.ndtv.com/video/dhurandhar-2-controversy-blockbuster-vs-propaganda-debate-1073893,"alias match: ""kantara""","(""Qantara"" OR ""Kantara"" OR ""Al-Qantara"") AND Lebanon","Confirmed via full-text fetch, base/generic query. alias match: ""kantara"""
LD-2026-03-16-كفرصير (Kfarsir),كفرصير (Kfarsir),2026-03-16,covered,https://vov.vn/the-gioi/israel-dua-luc-quan-vao-lebanon-pha-huy-70-be-phong-ten-lua-iran-post1276167.vov,"alias match: ""kfar sir""","(""Kfarsir"" OR ""Kfar Sir"") AND Lebanon","Confirmed via full-text fetch, base/generic query. alias match: ""kfar sir"""
LD-2026-03-18-قناريت (Qanaryet),قناريت (Qanaryet),2026-03-18,uncovered,,,"(""Qanaryet"" OR ""Kanariyet"") AND Lebanon",Zero results at D0-D3.
LD-2026-03-21-زوطر الشرقية (Zawtar al-Sharqiya),زوطر الشرقية (Zawtar al-Sharqiya),2026-03-21,uncovered,,,"(""Zawtar al-Sharqiya"" OR ""Zoutar el-Charkiyeh"" OR ""Zawtar East"" OR ""Zoutar Charkiye"") AND Lebanon","Zero results at D0-D3. Secondary D+7 indicator: 2 results (not confirmed to an article, informational only)."
LD-2026-03-24-Jbeshit-Nabatieh highway,Jbeshit-Nabatieh highway,2026-03-24,uncovered,,,"(""Jbeshit"" OR ""Jbaachit"") AND Lebanon AND (motorcycle OR drone)",Zero results at D0-D3.
LD-2026-03-24-سلعا (Sal'a),سلعا (Sal'a),2026-03-24,covered,https://www.irishexaminer.com/world/arid-41815766.html,"alias match: ""salaa""","(""Sal'a"" OR ""Salaa"" OR ""Sala'a"") AND Lebanon","Confirmed via full-text fetch, base/generic query. alias match: ""salaa"""
LD-2026-03-24-كفرتبنيت (Kfartebnit),كفرتبنيت (Kfartebnit),2026-03-24,unresolved,,,"(""Kfartebnit"" OR ""Kfar Tebnit"" OR ""Kfartibnit"") AND Lebanon","DOWNGRADED on 30-sample QA audit: AUDIT (multi-URL group check): confirming URL (news.az) does not mention Kfartebnit anywhere in its full text. False positive. (Note: a separate Mar 28 Kfartebnit row, confirmed via a different aa.com.tr article with an explicit casualty match, is correct and unaffected.)"
LD-2026-03-24-مخيم المية ومية (Mieh Mieh camp),مخيم المية ومية (Mieh Mieh camp),2026-03-24,unresolved,,,"(""Mieh Mieh"" OR ""Miyeh Miyeh"" OR ""Miye Miye"") AND Lebanon",DOWNGRADED on 30-sample QA audit: AUDIT (multi-URL group check): confirming URL (tribune.net.ph) is a short unrelated AFP brief about Iran -- zero mention of Lebanon. False positive.
LD-2026-03-25-باتوليه (Batouliyeh),باتوليه (Batouliyeh),2026-03-25,uncovered,,,"(""Batouliyeh"" OR ""Batoulieh"") AND Lebanon AND (""airstrike"" OR ""residence"")",Base query: not_confirmed. Fallback query: zero results.
LD-2026-03-25-كونين (Kounine),كونين (Kounine),2026-03-25,uncovered,,,"(""Kounine"" OR ""Kawnin"" OR ""Kaounine"") AND Lebanon",Zero results at D0-D3.
LD-2026-03-27-تحويطة الغدير (Tahwitat al-Ghadir),تحويطة الغدير (Tahwitat al-Ghadir),2026-03-27,covered,https://www.cbc.ca/news/world/trump-iran-deadline-conflict-hormuz-9.7144120?cmp=rss,"alias match: ""tahwitat al-ghadir""","(""Tahwitat al-Ghadir"" OR ""Tahouitat al-Ghadir"" OR ""Tahwitet el-Ghadir"") AND Lebanon","Confirmed via full-text fetch, base/generic query. alias match: ""tahwitat al-ghadir"""
LD-2026-03-28-حداثا (Hidatha),حداثا (Hidatha),2026-03-28,uncovered,,,"(""Hidatha"" OR ""Hidata"") AND Lebanon",Zero results at D0-D3.
LD-2026-03-29-بنت جبيل (Bint Jbeil),بنت جبيل (Bint Jbeil),2026-03-29,unresolved,,,"(""Bint Jbeil"" OR ""Bint Jbail"" OR ""Bent Jbeil"") AND Lebanon","DOWNGRADED on 30-sample QA audit: AUDIT (multi-URL group check): same ynetnews source as the ""Bint Jbeil city"" Mar 29 row -- describes troop positioning, not a fatal attack. Does not confirm an attack occurred."
LD-2026-03-29-شقرا (Shaqra),شقرا (Shaqra),2026-03-29,uncovered,,,"base: (""Shaqra"" OR ""Chaqra"" OR ""Shakra"") AND Lebanon | fallback: (""Shaqra"" OR ""Chaqra"" OR ""Shakra"") AND Lebanon AND (""airstrike"")","RECLASSIFIED (QA rule): every result in both base and fallback queries was examined (all result sets were small, well under the 10-item inspection cap -- confirmed via true story_count) and all were Lebanese-domestic outlets, so none can count as international confirmation. Full set examined -> uncovered, not unresolved. Base query: no_nonlebanese_candidates. Fallback query: no_nonlebanese_candidates. Results existed but none confirmed among fetchable non-Lebanese candidates (or all fetches failed)."
LD-2026-03-30-برعشيت (Bar'ashit),برعشيت (Bar'ashit),2026-03-30,unresolved,,,"(""Bar'ashit"" OR ""Baraachit"" OR ""Bir'ashit"") AND Lebanon","DOWNGRADED on duplicate-source audit: Confirming diplomat.so article also confirms Khaldeh and Srifa, both independently verified against explicit Mar 31 text in the article; Bar'ashit's Mar 30 date is the outlier in that group and its specific mention was not independently verified."
