location_day_id,location,event_date,status,confirming_url,query_used,reason
LD-2026-03-18-حبوش (Habbouch),حبوش (Habbouch),2026-03-18,covered,https://punchng.com/israeli-air-raids-kill-12-level-buildings-in-lebanon/?utm_source=rss.punchng.com&utm_medium=web,"(""Habbouch"" OR ""Habboush"") AND Lebanon","[alias match: ""habboush""] Confirmed via full-text fetch, base/generic query. alias match: ""habboush"""
LD-2026-03-18-خربة سلم (Khirbet Selm),خربة سلم (Khirbet Selm),2026-03-18,uncovered,,"(""Khirbet Selm"" OR ""Khirbet Silm"" OR ""Kherbet Selm"") AND Lebanon","Zero results at D0-D3. Secondary D+7 indicator: 1 results (not confirmed to an article, informational only)."
LD-2026-03-18-دير الزهراني (Deir al-Zahrani),دير الزهراني (Deir al-Zahrani),2026-03-18,covered,https://www.aa.com.tr/en/middle-east/israeli-strikes-across-lebanon-kill-39-wound-68-amid-escalation/3869664,"(""Deir al-Zahrani"" OR ""Deir ez-Zahrani"") AND Lebanon","[alias match: ""deir al-zahrani""] Confirmed via full-text fetch, base/generic query. alias match: ""deir al-zahrani"""
LD-2026-03-18-سحمر (Sohmor),سحمر (Sohmor),2026-03-18,covered,https://www.aa.com.tr/en/middle-east/israeli-strikes-across-lebanon-kill-39-wound-68-amid-escalation/3869664,"(""Sohmor"" OR ""Sahmor"" OR ""Sohmar"") AND Lebanon","[alias match: ""sohmor""] Confirmed via full-text fetch, base/generic query. alias match: ""sohmor"""
LD-2026-03-18-شعت (Chaat),شعت (Chaat),2026-03-18,covered,https://www.newsx.com/world/middle-east-tensions-soar-as-israel-intensifies-war-on-hezbollah-strikes-more-than-2000-terror-targets-570-hezbollah-terrorists-eliminated-186006/,"(""Chaat"" OR ""Shaat"" OR ""Chaath"") AND Lebanon","[alias match: ""chaat""] Confirmed via full-text fetch, base/generic query. alias match: ""chaat"""
LD-2026-03-18-صيدا (Sidon Corniche),صيدا (Sidon Corniche),2026-03-18,covered,https://dunyanews.tv/en/World/941345-israel-conducts-wave-of-strikes-on-beirut-knocks-out-southern-bridges,"(""Sidon"" OR ""Saida"") AND Lebanon AND (corniche OR vehicle OR ""Civil Defense"" OR ""civil defence"")","[alias match: ""sidon""] Confirmed via full-text fetch, base/generic query. alias match: ""sidon"""
LD-2026-03-18-قناريت (Qanaryet),قناريت (Qanaryet),2026-03-18,uncovered,,"(""Qanaryet"" OR ""Kanariyet"") AND Lebanon",Zero results at D0-D3.
LD-2026-03-18-ميفدون (Meifadoun),ميفدون (Meifadoun),2026-03-18,uncovered,,"(""Meifadoun"" OR ""Meifdoun"" OR ""Meifadoune"") AND Lebanon",Zero results at D0-D3.
LD-2026-03-19-البازورية (Bazouriyeh),البازورية (Bazouriyeh),2026-03-19,covered,https://www.aa.com.tr/en/middle-east/israeli-attacks-kill-4-in-southern-lebanon/3871819,"(""Bazouriyeh"" OR ""Bazourieh"" OR ""Bazuriyeh"") AND Lebanon","[alias match: ""bazourieh""] Confirmed via full-text fetch, base/generic query. alias match: ""bazourieh"""
LD-2026-03-19-عدلون (Adloun),عدلون (Adloun),2026-03-19,covered,https://www.aa.com.tr/en/middle-east/israeli-attacks-kill-4-in-southern-lebanon/3871819,"(""Adloun"" OR ""Adlun"" OR ""Adloune"") AND Lebanon","[alias match: ""adloun""] Confirmed via full-text fetch, base/generic query. alias match: ""adloun"""
LD-2026-03-20-الغندورية (Al-Ghandouriyeh),الغندورية (Al-Ghandouriyeh),2026-03-20,covered,https://www.standardmedia.co.ke/world/article/2001543531/israel-targeting-hezbollah-in-beirut-strikes-south-lebanon-struck,"(""Ghandouriyeh"" OR ""Ghandourieh"" OR ""Al-Ghandouriyeh"") AND Lebanon","[alias match: ""ghandouriyeh""] Confirmed via full-text fetch, base/generic query. alias match: ""ghandouriyeh"""
LD-2026-03-20-بافيله (Bafiliyeh),بافيله (Bafiliyeh),2026-03-20,uncovered,,"(""Bafiliyeh"" OR ""Bafilieh"") AND Lebanon",Zero results at D0-D3.
LD-2026-03-21-زوطر الشرقية (Zawtar al-Sharqiya),زوطر الشرقية (Zawtar al-Sharqiya),2026-03-21,uncovered,,"(""Zawtar al-Sharqiya"" OR ""Zoutar el-Charkiyeh"" OR ""Zawtar East"" OR ""Zoutar Charkiye"") AND Lebanon","Zero results at D0-D3. Secondary D+7 indicator: 2 results (not confirmed to an article, informational only)."
LD-2026-03-22-السلطانية (Al-Sultaniyeh),السلطانية (Al-Sultaniyeh),2026-03-22,covered,https://www.mirror.co.uk/news/world-news/iran-war-trump-oil-live-36889803,"(""Sultaniyeh"" OR ""Soultaniyeh"" OR ""Al-Sultaniyeh"") AND Lebanon","[alias match: ""sultaniyeh""] Confirmed via full-text fetch, base/generic query. alias match: ""sultaniyeh"""
LD-2026-03-22-الصوانة (Al-Sawwaneh),الصوانة (Al-Sawwaneh),2026-03-22,uncovered,,"base: (""Sawwaneh"" OR ""Sawaneh"" OR ""Al-Sawwaneh"") AND Lebanon | fallback: (""Sawwaneh"" OR ""Sawaneh"" OR ""Al-Sawwaneh"") AND Lebanon AND (""airstrike"")","RECLASSIFIED (QA rule): every result in both base and fallback queries was examined (all result sets were small, well under the 10-item inspection cap -- confirmed via true story_count) and all were Lebanese-domestic outlets, so none can count as international confirmation. Full set examined -> uncovered, not unresolved. Base query: no_nonlebanese_candidates. Fallback query: api_error. Results existed but none confirmed among fetchable non-Lebanese candidates (or all fetches failed)."
LD-2026-03-22-حبوش (Habbouch),حبوش (Habbouch),2026-03-22,covered,https://www.dailysabah.com/world/mid-east/nine-more-killed-as-israel-continues-to-strike-beirut-s-lebanon,"(""Habbouch"" OR ""Habboush"") AND Lebanon","[alias match: ""habboush""] Confirmed via full-text fetch, base/generic query. alias match: ""habboush"""
LD-2026-03-23-الحازمية (Hazmieh),الحازمية (Hazmieh),2026-03-23,covered,https://vov.vn/the-gioi/giao-tranh-israel-hezbollah-lebanon-truoc-nguy-co-khung-hoang-nhan-dao-lan-rong-post1278610.vov,"(""Hazmieh"" OR ""Hazmiyeh"" OR ""Hazmiye"") AND Lebanon","[alias match: ""hazmieh""] Confirmed via full-text fetch, base/generic query. alias match: ""hazmieh"""
LD-2026-03-23-الحنية (Al-Haniyeh),الحنية (Al-Haniyeh),2026-03-23,unresolved,,"(""Haniyeh"" OR ""Haniye"" OR ""El-Haniyeh"") AND Lebanon",DOWNGRADED: FINAL VERIFICATION PASS: same Ismail Haniyeh name-collision issue (rediff.com interview on Israeli assassinations) -- article never refers to the Lebanese village. False positive.
LD-2026-03-23-الشهابية (Al-Shihabiyeh),الشهابية (Al-Shihabiyeh),2026-03-23,uncovered,,"(""Shihabiyeh"" OR ""Chihabiyeh"" OR ""Al-Shihabiyeh"") AND Lebanon",Zero results at D0-D3.
LD-2026-03-23-عيتيت (Aitit),عيتيت (Aitit),2026-03-23,uncovered,,"base: (""Aitit"" OR ""Aytit"" OR ""Ayteet"") AND Lebanon | fallback: (""Aitit"" OR ""Aytit"" OR ""Ayteet"") AND Lebanon AND (""residence"" OR ""airstrike"")","RECLASSIFIED (QA rule): every result in both base and fallback queries was examined (all result sets were small, well under the 10-item inspection cap -- confirmed via true story_count) and all were Lebanese-domestic outlets, so none can count as international confirmation. Full set examined -> uncovered, not unresolved. Base query: no_nonlebanese_candidates. Fallback query: api_error. Results existed but none confirmed among fetchable non-Lebanese candidates (or all fetches failed)."
LD-2026-03-23-مجدل سلم (Majdal Selem),مجدل سلم (Majdal Selem),2026-03-23,covered,https://www.ndtv.com/world-news/iran-israel-us-war-all-about-hezbollah-radwan-force-unit-trained-by-iran-and-north-korea-middle-east-conflict-11252874#publisher=newsstand,"(""Majdal Selem"" OR ""Majdal Silm"" OR ""Majdel Selm"") AND Lebanon","[alias match: ""majdal selem""] Confirmed via full-text fetch, base/generic query. alias match: ""majdal selem"""
LD-2026-03-24-Adloun-Abu al-Aswad area,Adloun-Abu al-Aswad area,2026-03-24,unresolved,,"(""Adloun"" OR ""Adlun"" OR ""Abu al-Aswad"" OR ""Abou el-Aswad"") AND Lebanon",DOWNGRADED on 30-sample QA audit: AUDIT (multi-URL group check): confirming URL (tribune.net.ph) is a short unrelated AFP brief about Iran -- zero mention of Lebanon. False positive.
LD-2026-03-24-Burj al-Shamali road,Burj al-Shamali road,2026-03-24,covered,http://www.adaderana.lk/news.php?nid=120215,"(""Burj al-Shamali"" OR ""Bourj el-Chemali"" OR ""Burj Shemali"" OR ""Burj al-Chamali"") AND Lebanon","[title casualty match: ""killed 1""] Confirmed via full-text fetch, base/generic query. title casualty match: ""killed 1"""
LD-2026-03-24-Habbouch-Nabatieh highway,Habbouch-Nabatieh highway,2026-03-24,covered,https://www.aa.com.tr/en/middle-east/fresh-israeli-attacks-in-lebanon-kill-9-injure-47/3878101,"(""Habbouch"" OR ""Habboush"") AND Lebanon AND (motorcycle OR drone)","[alias match: ""habboush""] Confirmed via full-text fetch, base/generic query. alias match: ""habboush"""
LD-2026-03-24-Jbeshit-Nabatieh highway,Jbeshit-Nabatieh highway,2026-03-24,uncovered,,"(""Jbeshit"" OR ""Jbaachit"") AND Lebanon AND (motorcycle OR drone)",Zero results at D0-D3.
LD-2026-03-24-الشبريحة (Shabriha junction),الشبريحة (Shabriha junction),2026-03-24,covered,http://www.adaderana.lk/news.php?nid=120215,"(""Shabriha"" OR ""Chabriha"") AND Lebanon","[title casualty match: ""killed 1""] Confirmed via full-text fetch, base/generic query. title casualty match: ""killed 1"""
LD-2026-03-24-النبطية (Nabatieh city),النبطية (Nabatieh city),2026-03-24,unresolved,,"(""Nabatieh"" OR ""Nabatiyeh"") AND Lebanon AND (""northern entrance"" OR ""medics"" OR ""ambulance"" OR motorcycle)","DOWNGRADED on spot-check audit: matched only on the generic word ""medics"" in the title; the CNN video page could not be loaded to verify (region-blocked, ""Content Unavailable For Legal Reasons""), so this weak single-word match could not be confirmed and is not accepted. Original: Confirmed via full-text fetch, base/generic query. title target-description match: ""medics"""
LD-2026-03-24-بشامون (Bshamoun),بشامون (Bshamoun),2026-03-24,covered,https://www.dailysabah.com/world/mid-east/iran-israel-keep-trading-blows-amid-mixed-trump-talk-messages,"(""Bshamoun"" OR ""Bchamoun"") AND Lebanon","Result 5 of 43 (base query). Article states ""a strike on Bshamoun, south of the capital, killed two people Tuesday,"" with a named-resident quote from Bshamoun."
LD-2026-03-24-حبوش (Habbouch),حبوش (Habbouch),2026-03-24,unresolved,,"(""Habbouch"" OR ""Habboush"") AND Lebanon",DOWNGRADED on 30-sample QA audit: AUDIT (multi-URL group check): confirming URL (tribune.net.ph) is a short unrelated AFP brief about a threatened invasion of an Iranian island -- zero mention of Lebanon or this town. False positive; same URL also invalidated 3 other location-days in the same group.
LD-2026-03-24-حلتا (Halta),حلتا (Halta),2026-03-24,covered,http://www.adaderana.lk/news.php?nid=120215,"(""Halta"" OR ""Hilta"") AND Lebanon","[title casualty match: ""killed 1""] Confirmed via full-text fetch, base/generic query. title casualty match: ""killed 1"""
LD-2026-03-24-سلعا (Sal'a),سلعا (Sal'a),2026-03-24,covered,https://www.irishexaminer.com/world/arid-41815766.html,"(""Sal'a"" OR ""Salaa"" OR ""Sala'a"") AND Lebanon","[alias match: ""salaa""] Confirmed via full-text fetch, base/generic query. alias match: ""salaa"""
LD-2026-03-24-صريفا (Srifa),صريفا (Srifa),2026-03-24,covered,https://www.aa.com.tr/en/middle-east/israeli-airstrike-in-southern-lebanon-kills-3-injures-4/3879471,"(""Srifa"" OR ""Sreifa"" OR ""Sarifa"") AND Lebanon","[alias match: ""srifa""] Confirmed via full-text fetch, base/generic query. alias match: ""srifa"""
LD-2026-03-24-عدلون (Adloun),عدلون (Adloun),2026-03-24,unresolved,,"(""Adloun"" OR ""Adlun"" OR ""Adloune"") AND Lebanon","DOWNGRADED on 30-sample QA audit: AUDIT (multi-URL group check): confirming URL (tribune.net.ph) is a short unrelated AFP brief about Iran -- zero mention of Lebanon. False positive. (Note: a separate Mar 19 Adloun row, confirmed via a different aa.com.tr article, is correct and unaffected.)"
LD-2026-03-24-كفرتبنيت (Kfartebnit),كفرتبنيت (Kfartebnit),2026-03-24,unresolved,,"(""Kfartebnit"" OR ""Kfar Tebnit"" OR ""Kfartibnit"") AND Lebanon","DOWNGRADED on 30-sample QA audit: AUDIT (multi-URL group check): confirming URL (news.az) does not mention Kfartebnit anywhere in its full text. False positive. (Note: a separate Mar 28 Kfartebnit row, confirmed via a different aa.com.tr article with an explicit casualty match, is correct and unaffected.)"
LD-2026-03-24-كونين (Kounine),كونين (Kounine),2026-03-24,uncovered,,"(""Kounine"" OR ""Kawnin"" OR ""Kaounine"") AND Lebanon",Zero results at D0-D3.
LD-2026-03-24-محرونة (Mahrouneh),محرونة (Mahrouneh),2026-03-24,unresolved,,"(""Mahrouneh"" OR ""Mahrouna"") AND Lebanon",DOWNGRADED on 30-sample QA audit: AUDIT (multi-URL group check): confirming URL (news.az) does not mention Mahrouneh anywhere in its full text. False positive.
LD-2026-03-24-مخيم المية ومية (Mieh Mieh camp),مخيم المية ومية (Mieh Mieh camp),2026-03-24,unresolved,,"(""Mieh Mieh"" OR ""Miyeh Miyeh"" OR ""Miye Miye"") AND Lebanon",DOWNGRADED on 30-sample QA audit: AUDIT (multi-URL group check): confirming URL (tribune.net.ph) is a short unrelated AFP brief about Iran -- zero mention of Lebanon. False positive.
LD-2026-03-25-Zawtar al-Sharqiya/al-Gharbiya area,Zawtar al-Sharqiya/al-Gharbiya area,2026-03-25,unresolved,,"(""Zawtar al-Sharqiya"" OR ""Zoutar el-Charkiyeh"" OR ""Zawtar al-Gharbiya"" OR ""Zoutar el-Gharbiyeh"" OR ""Zawtar East"" OR ""Zawtar West"") AND Lebanon","DOWNGRADED on 30-sample QA audit: AUDIT (30-sample check): confirming URL (aa.com.tr, ""20 killed, dozens injured"") could not be fetched beyond nav/headline text; no genuine mention of this location found. The apparent ""casualty match"" (title-substring bug: search term ""2 killed"" matches inside ""20 killed""/""12 killed"") produced a false positive."
LD-2026-03-25-البيسارية (Beisariyeh),البيسارية (Beisariyeh),2026-03-25,uncovered,,"(""Beisariyeh"" OR ""Bissariyeh"" OR ""Baysariyeh"") AND Lebanon",Zero results at D0-D3.
LD-2026-03-25-باتوليه (Batouliyeh),باتوليه (Batouliyeh),2026-03-25,uncovered,,"(""Batouliyeh"" OR ""Batoulieh"") AND Lebanon AND (""airstrike"" OR ""residence"")",Base query: not_confirmed. Fallback query: zero results.
LD-2026-03-25-حاروف (Haroof),حاروف (Haroof),2026-03-25,unresolved,,"(""Haroof"" OR ""Haruf"" OR ""Harouf"") AND Lebanon","DOWNGRADED on duplicate-source audit: Confirming article also confirms Al-Sarafand on a different date (Mar 27) via the same URL, with no date-specific text distinguishing either; both downgraded pending verification."
LD-2026-03-25-كونين (Kounine),كونين (Kounine),2026-03-25,uncovered,,"(""Kounine"" OR ""Kawnin"" OR ""Kaounine"") AND Lebanon",Zero results at D0-D3.
LD-2026-03-26-بنت جبيل (Bint Jbeil),بنت جبيل (Bint Jbeil),2026-03-26,covered,https://news.un.org/en/story/2026/03/1167214,"(""Bint Jbeil"" OR ""Bint Jbail"" OR ""Bent Jbeil"") AND Lebanon","[alias match: ""bint jbeil""] Confirmed via full-text fetch, base/generic query. alias match: ""bint jbeil"""
LD-2026-03-26-كفررمان (Kfarremen),كفررمان (Kfarremen),2026-03-26,covered,https://www.aa.com.tr/en/world/morning-briefing-march-28-2026/3882568,"(""Kfarremen"" OR ""Kfar Remen"" OR ""Kfar Rumman"" OR ""Kfar Roummane"") AND Lebanon","[alias match: ""kfar rumman""] Confirmed via full-text fetch, base/generic query. alias match: ""kfar rumman"""
LD-2026-03-27-Kfartebnit-Arnoun-Nabatieh roundabout,Kfartebnit-Arnoun-Nabatieh roundabout,2026-03-27,covered,https://news.az/news/israel-strike-kills-paramedic-in-southern-lebanon,"(""Kfartebnit"" OR ""Kfar Tebnit"" OR ""Arnoun"" OR ""Arnoune"") AND Lebanon AND (""Islamic Health"" OR medics OR responder)","[alias match: ""kfar tebnit""] Confirmed via full-text fetch, base/generic query. alias match: ""kfar tebnit"""
LD-2026-03-27-البزالية (Bzaaliyeh),البزالية (Bzaaliyeh),2026-03-27,uncovered,,"(""Bzaaliyeh"" OR ""Bzaalieh"" OR ""Bzalieh"") AND Lebanon",Zero results at D0-D3.
LD-2026-03-27-السكسكية (Al-Suksukiyeh),السكسكية (Al-Suksukiyeh),2026-03-27,uncovered,,"(""Suksukiyeh"" OR ""Siksikiyeh"" OR ""Al-Suksukiyeh"") AND Lebanon",Zero results at D0-D3.
LD-2026-03-27-الصرفند (Al-Sarafand),الصرفند (Al-Sarafand),2026-03-27,unresolved,,"(""Sarafand"" OR ""Sarafend"" OR ""Al-Sarafand"") AND Lebanon","DOWNGRADED on duplicate-source audit: See Haroof Mar 25 row -- same duplicate-source issue, different town AND different date via one URL."
LD-2026-03-27-تحويطة الغدير (Tahwitat al-Ghadir),تحويطة الغدير (Tahwitat al-Ghadir),2026-03-27,covered,https://www.cbc.ca/news/world/trump-iran-deadline-conflict-hormuz-9.7144120?cmp=rss,"(""Tahwitat al-Ghadir"" OR ""Tahouitat al-Ghadir"" OR ""Tahwitet el-Ghadir"") AND Lebanon","[alias match: ""tahwitat al-ghadir""] Confirmed via full-text fetch, base/generic query. alias match: ""tahwitat al-ghadir"""
LD-2026-03-27-زوطر الشرقية (Zawtar al-Sharqiya),زوطر الشرقية (Zawtar al-Sharqiya),2026-03-27,uncovered,,"base: (""Zawtar al-Sharqiya"" OR ""Zoutar el-Charkiyeh"" OR ""Zawtar East"" OR ""Zoutar Charkiye"") AND Lebanon | fallback: (""Zawtar al-Sharqiya"" OR ""Zoutar el-Charkiyeh"" OR ""Zawtar East"" OR ""Zoutar Charkiye"") AND Lebanon AND (""residence"" OR ""airstrike"")","RECLASSIFIED (QA rule): every result in both base and fallback queries was examined (all result sets were small, well under the 10-item inspection cap -- confirmed via true story_count) and all were Lebanese-domestic outlets, so none can count as international confirmation. Full set examined -> uncovered, not unresolved. Base query: no_nonlebanese_candidates. Fallback query: no_nonlebanese_candidates. Results existed but none confirmed among fetchable non-Lebanese candidates (or all fetches failed)."
LD-2026-03-28-Al-Awainat (between Rmeish and Debel),Al-Awainat (between Rmeish and Debel),2026-03-28,covered,https://www.theguardian.com/world/2026/mar/31/israel-vows-occupy-large-parts-southern-lebanon-expand-buffer-zone,"(""Rmeish"" OR ""Rmaich"" OR ""Debel"" OR ""Deble"" OR ""Dibl"" OR ""Awainat"") AND Lebanon","[alias match: ""rmeish""] Confirmed via full-text fetch, base/generic query. alias match: ""rmeish"""
LD-2026-03-28-Kfartebnit (Kawthar school road),Kfartebnit (Kawthar school road),2026-03-28,covered,https://www.aa.com.tr/en/middle-east/10-killed-in-israeli-strikes-on-2-towns-in-south-lebanon/3883559,"(""Kfartebnit"" OR ""Kfar Tebnit"" OR ""Kfartibnit"") AND Lebanon","[alias match: ""kfartebnit""] Confirmed via full-text fetch, base/generic query. alias match: ""kfartebnit"""
LD-2026-03-28-Zawtar al-Sharqiya road,Zawtar al-Sharqiya road,2026-03-28,uncovered,,"(""Zawtar al-Sharqiya"" OR ""Zoutar el-Charkiyeh"" OR ""Zawtar East"" OR ""Zoutar Charkiye"") AND Lebanon",Zero results at D0-D3.
LD-2026-03-28-الحنية (Al-Haniyeh),الحنية (Al-Haniyeh),2026-03-28,unresolved,,"(""Haniyeh"" OR ""Haniye"" OR ""El-Haniyeh"") AND Lebanon",DOWNGRADED: FINAL VERIFICATION PASS: same Ismail Haniyeh name-collision issue (Hindustan Times Gulf-crisis analysis) -- article never refers to the Lebanese village. False positive.
LD-2026-03-28-العيشية (Al-Eishiyeh),العيشية (Al-Eishiyeh),2026-03-28,uncovered,,"(""Eishiyeh"" OR ""Aychiyeh"" OR ""Al-Eishiyeh"") AND Lebanon",Zero results at D0-D3.
LD-2026-03-28-جويا (Joya),جويا (Joya),2026-03-28,covered,https://www.aa.com.tr/en/middle-east/11-killed-several-injured-in-israeli-airstrikes-on-southern-lebanon/3883674,"(""Joya"" OR ""Jouaiya"" OR ""Jwaya"") AND Lebanon","[title casualty match: ""1 killed""] Confirmed via full-text fetch, base/generic query. title casualty match: ""1 killed"""
LD-2026-03-28-حداثا (Hidatha),حداثا (Hidatha),2026-03-28,uncovered,,"(""Hidatha"" OR ""Hidata"") AND Lebanon",Zero results at D0-D3.
LD-2026-03-28-دير الزهراني (Deir al-Zahrani),دير الزهراني (Deir al-Zahrani),2026-03-28,covered,https://www.independent.co.uk/news/irbil-pakistan-houthi-middle-east-shehbaz-sharif-b2947770.html,"(""Deir al-Zahrani"" OR ""Deir ez-Zahrani"") AND Lebanon","[alias match: ""deir al-zahrani""] Confirmed via full-text fetch, base/generic query. alias match: ""deir al-zahrani"""
LD-2026-03-28-طريق جزين (Jezzine road),طريق جزين (Jezzine road),2026-03-28,covered,https://www.einpresswire.com/article/902833089/nuj-condemns-the-killing-of-three-journalists-in-lebanon,"(""Jezzine"" OR ""Jazzine"" OR ""Jezzin"") AND Lebanon","Result 1 of 105 (base query). Explicitly states ""an Israeli drone strike on a media car in Jezzine, southern Lebanon... on 28 March"" -- exact date and location match."
LD-2026-03-28-كفرتبنيت (Kfartebnit),كفرتبنيت (Kfartebnit),2026-03-28,covered,https://www.aa.com.tr/en/middle-east/10-killed-in-israeli-strikes-on-2-towns-in-south-lebanon/3883559,"(""Kfartebnit"" OR ""Kfar Tebnit"" OR ""Kfartibnit"") AND Lebanon","[alias match: ""kfartebnit""] Confirmed via full-text fetch, base/generic query. alias match: ""kfartebnit"""
LD-2026-03-28-معركة (Maaraka),معركة (Maaraka),2026-03-28,uncovered,,"(""Maaraka"" OR ""Maarakeh"" OR ""Maarake"") AND Lebanon","Zero results at D0-D3. Secondary D+7 indicator: 2 results (not confirmed to an article, informational only)."
LD-2026-03-29-بنت جبيل (Bint Jbeil city),بنت جبيل (Bint Jbeil city),2026-03-29,unresolved,,"(""Bint Jbeil"" OR ""Bint Jbail"" OR ""Bent Jbeil"") AND Lebanon","DOWNGRADED on 30-sample QA audit: AUDIT (30-sample check): confirming URL (ynetnews) describes IDF ground-force positioning and encirclement near Bint Jbeil, not a fatal strike -- no casualty is reported for Bint Jbeil in this source. Does not confirm an attack occurred."
LD-2026-03-29-بنت جبيل (Bint Jbeil),بنت جبيل (Bint Jbeil),2026-03-29,unresolved,,"(""Bint Jbeil"" OR ""Bint Jbail"" OR ""Bent Jbeil"") AND Lebanon","DOWNGRADED on 30-sample QA audit: AUDIT (multi-URL group check): same ynetnews source as the ""Bint Jbeil city"" Mar 29 row -- describes troop positioning, not a fatal attack. Does not confirm an attack occurred."
LD-2026-03-29-جويا (Joya),جويا (Joya),2026-03-29,unresolved,,"(""Joya"" OR ""Jouaiya"" OR ""Jwaya"") AND Lebanon","DOWNGRADED on duplicate-source audit: Same confirming URL (aa.com.tr) auto-matched to two Joya dates (Mar 28, Mar 29) with no date-specific text distinguishing them; downgraded, keeping the earlier (Mar 28) row."
LD-2026-03-29-شقرا (Shaqra),شقرا (Shaqra),2026-03-29,uncovered,,"base: (""Shaqra"" OR ""Chaqra"" OR ""Shakra"") AND Lebanon | fallback: (""Shaqra"" OR ""Chaqra"" OR ""Shakra"") AND Lebanon AND (""airstrike"")","RECLASSIFIED (QA rule): every result in both base and fallback queries was examined (all result sets were small, well under the 10-item inspection cap -- confirmed via true story_count) and all were Lebanese-domestic outlets, so none can count as international confirmation. Full set examined -> uncovered, not unresolved. Base query: no_nonlebanese_candidates. Fallback query: no_nonlebanese_candidates. Results existed but none confirmed among fetchable non-Lebanese candidates (or all fetches failed)."
LD-2026-03-29-عبا (Aaba),عبا (Aaba),2026-03-29,uncovered,,"(""Aaba"" OR ""Ebba"" OR ""Aabba"") AND Lebanon AND (""residence"" OR ""airstrike"")",Base query: no_nonlebanese_candidates. Fallback query: zero results.
LD-2026-03-30-Al-Aamriyeh checkpoint (Qlaile-Tyre road),Al-Aamriyeh checkpoint (Qlaile-Tyre road),2026-03-30,uncovered,,"(""Aamriyeh"" OR ""Al-Aamriyeh"" OR ""Qlaile"" OR ""Qlayle"" OR ""Kleileh"") AND Lebanon",Zero results at D0-D3.
"LD-2026-03-30-الرحاب (Al-Rihab, Beirut southern suburb)","الرحاب (Al-Rihab, Beirut southern suburb)",2026-03-30,covered,https://www.ndtv.com/world-news/iran-war-israel-attacks-lebanon-beirut-ground-report-ndtv-on-ground-zero-israel-steps-up-lebanon-strike-hezbollah-fights-on-11285762#publisher=newsstand,"(""Rihab"" OR ""Rehab"" OR ""Al-Rihab"") AND Lebanon","[alias match: ""rehab""] Confirmed via full-text fetch, base/generic query. alias match: ""rehab"""
LD-2026-03-30-الشهابية (Al-Shihabiyeh),الشهابية (Al-Shihabiyeh),2026-03-30,uncovered,,"(""Shihabiyeh"" OR ""Chihabiyeh"" OR ""Al-Shihabiyeh"") AND Lebanon",Zero results at D0-D3.
LD-2026-03-30-برعشيت (Bar'ashit),برعشيت (Bar'ashit),2026-03-30,unresolved,,"(""Bar'ashit"" OR ""Baraachit"" OR ""Bir'ashit"") AND Lebanon","DOWNGRADED on duplicate-source audit: Confirming diplomat.so article also confirms Khaldeh and Srifa, both independently verified against explicit Mar 31 text in the article; Bar'ashit's Mar 30 date is the outlier in that group and its specific mention was not independently verified."
LD-2026-03-30-بنت جبيل (Bint Jbeil city),بنت جبيل (Bint Jbeil city),2026-03-30,unresolved,,"(""Bint Jbeil"" OR ""Bint Jbail"" OR ""Bent Jbeil"") AND Lebanon","DOWNGRADED: FINAL VERIFICATION PASS: confirming article (aa.com.tr, 44-towns tally) lists Bint Jbeil among 44 towns bombed with no individual casualty attribution (unlike other towns in the same piece, e.g. Ramadiyeh, which do get specific figures). Does not confirm an attack on Bint Jbeil itself."
LD-2026-03-30-حناويه (Hanawiyeh),حناويه (Hanawiyeh),2026-03-30,uncovered,,"(""Hanawiyeh"" OR ""Hanawiye"") AND Lebanon",Zero results at D0-D3.
LD-2026-03-31-Ain al-Mazraab road (Tibnine),Ain al-Mazraab road (Tibnine),2026-03-31,uncovered,,"(""Tibnine"" OR ""Tebnine"" OR ""Tibnin"" OR ""Ain al-Mazraab"") AND Lebanon","Zero results at D0-D3. Secondary D+7 indicator: 3 results (not confirmed to an article, informational only)."
LD-2026-03-31-القاسمية (Qasimiyeh),القاسمية (Qasimiyeh),2026-03-31,covered,https://www.aa.com.tr/en/middle-east/israeli-strikes-kill-5-wound-3-in-southern-lebanon/3886543,"(""Qasimiyeh"" OR ""Kasmieh"" OR ""Al-Qasimiyeh"") AND Lebanon","[alias match: ""qasimiyeh""] Confirmed via full-text fetch, base/generic query. alias match: ""qasimiyeh"""
LD-2026-03-31-النجارية (Najariyeh),النجارية (Najariyeh),2026-03-31,uncovered,,"(""Najariyeh"" OR ""Nejariyeh"" OR ""Al-Najariyeh"") AND Lebanon",Zero results at D0-D3.
LD-2026-03-31-جبشيت (Jbeshit),جبشيت (Jbeshit),2026-03-31,uncovered,,"(""Jbeshit"" OR ""Jbaachit"" OR ""Jbchit"") AND Lebanon",Zero results at D0-D3.
LD-2026-03-31-خلدة (Khaldeh),خلدة (Khaldeh),2026-03-31,covered,https://diplomat.so/articles/1060/Israel-Targets-Multiple-Areas-in-Lebanon-Air-Raids,"(""Khaldeh"" OR ""Khalde"") AND Lebanon","Result 3 of 33 (base query). Article states ""another strike on a vehicle along the Khaldeh road south of the capital resulted in two fatalities, Lebanon's National News Agency reported"" -- matches incident record (2 deaths, car strike)."
